id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_num,ingreso,anio_mes,id_campanha,canal,costo,fecha_inicio,fecha_fin,campania_activa
2668,SmartWatch,$97.01,4.0,2024-02-09,Electrónica,97.01,388.04,2024-02,25,RRSS,4.84,2024-11-23,2024-12-29,False
2718,SmartWatch,$110.23,11.0,2024-02-09,Electrónica,110.23,1212.53,2024-02,85,TV,5.07,2024-04-01,2024-05-05,False
2718,SmartWatch,$110.23,11.0,2024-02-09,Electrónica,110.23,1212.53,2024-02,55,Email,4.59,2024-10-13,2024-12-06,False
2718,SmartWatch,$110.23,11.0,2024-02-09,Electrónica,110.23,1212.53,2024-02,25,RRSS,4.84,2024-11-23,2024-12-29,False
135,Alfombra,$78.47,1.0,2024-02-10,Decoración,78.47,78.47,2024-02,58,Email,4.25,2024-03-31,2024-05-05,False
135,Alfombra,$78.47,1.0,2024-02-10,Decoración,78.47,78.47,2024-02,88,TV,7.39,2024-07-25,2024-08-31,False
135,Alfombra,$78.47,1.0,2024-02-10,Decoración,78.47,78.47,2024-02,28,RRSS,5.82,2024-11-27,2025-01-08,False
212,Cuadro decorativo,$52.83,12.0,2024-02-10,Decoración,52.83,633.96,2024-02,1,RRSS,5.27,2024-04-27,2024-06-04,False
212,Cuadro decorativo,$52.83,12.0,2024-02-10,Decoración,52.83,633.96,2024-02,31,Email,5.28,2024-08-15,2024-09-12,False
212,Cuadro decorativo,$52.83,12.0,2024-02-10,Decoración,52.83,633.96,2024-02,61,TV,5.3,2024-11-05,2024-12-23,False
229,Lámpara de mesa,$99.71,3.0,2024-02-10,Decoración,99.71,299.13,2024-02,32,Email,5.54,2024-03-28,2024-04-20,False
229,Lámpara de mesa,$99.71,3.0,2024-02-10,Decoración,99.71,299.13,2024-02,2,RRSS,5.88,2024-05-30,2024-06-29,False
229,Lámpara de mesa,$99.71,3.0,2024-02-10,Decoración,99.71,299.13,2024-02,62,TV,4.51,2024-08-26,2024-10-07,False
737,Elementos de cerámica,$116.82,3.0,2024-02-10,Decoración,116.82,350.46,2024-02,22,RRSS,5.44,2024-06-26,2024-07-15,False
737,Elementos de cerámica,$116.82,3.0,2024-02-10,Decoración,116.82,350.46,2024-02,82,TV,5.69,2024-09-08,2024-10-12,False
737,Elementos de cerámica,$116.82,3.0,2024-02-10,Decoración,116.82,350.46,2024-02,52,Email,5.74,2024-09-09,2024-09-30,False
840,Adorno de pared,$91.48,9.0,2024-02-10,Decoración,91.48,823.32,2024-02,74,TV,4.81,2024-03-20,2024-05-03,False
840,Adorno de pared,$91.48,9.0,2024-02-10,Decoración,91.48,823.32,2024-02,44,Email,5.08,2024-04-13,2024-05-10,False
840,Adorno de pared,$91.48,9.0,2024-02-10,Decoración,91.48,823.32,2024-02,14,RRSS,4.16,2024-10-22,2024-12-21,False
949,Lámpara de mesa,$87.04,1.0,2024-02-10,Decoración,87.04,87.04,2024-02,32,Email,5.54,2024-03-28,2024-04-20,False
949,Lámpara de mesa,$87.04,1.0,2024-02-10,Decoración,87.04,87.04,2024-02,2,RRSS,5.88,2024-05-30,2024-06-29,False
949,Lámpara de mesa,$87.04,1.0,2024-02-10,Decoración,87.04,87.04,2024-02,62,TV,4.51,2024-08-26,2024-10-07,False
1294,Aspiradora,$26.11,9.0,2024-02-10,Electrodomésticos,26.11,234.99,2024-02,40,Email,6.24,2024-06-24,2024-08-12,False
1294,Aspiradora,$26.11,9.0,2024-02-10,Electrodomésticos,26.11,234.99,2024-02,10,RRSS,7.16,2024-08-19,2024-09-19,False
1294,Aspiradora,$26.11,9.0,2024-02-10,Electrodomésticos,26.11,234.99,2024-02,70,TV,3.06,2024-12-13,2024-12-29,False
1436,Secadora,$45.43,11.0,2024-02-10,Electrodomésticos,45.43,499.73,2024-02,3,RRSS,5.1,2024-07-24,2024-08-30,False
1436,Secadora,$45.43,11.0,2024-02-10,Electrodomésticos,45.43,499.73,2024-02,63,TV,5.69,2024-11-03,2024-11-28,False
1436,Secadora,$45.43,11.0,2024-02-10,Electrodomésticos,45.43,499.73,2024-02,33,Email,3.8,2024-12-20,2025-01-07,False
1696,Secadora,$115.57,12.0,2024-02-10,Electrodomésticos,115.57,1386.84,2024-02,3,RRSS,5.1,2024-07-24,2024-08-30,False
1696,Secadora,$115.57,12.0,2024-02-10,Electrodomésticos,115.57,1386.84,2024-02,63,TV,5.69,2024-11-03,2024-11-28,False
1696,Secadora,$115.57,12.0,2024-02-10,Electrodomésticos,115.57,1386.84,2024-02,33,Email,3.8,2024-12-20,2025-01-07,False
2013,Smartphone,$49.34,12.0,2024-02-10,Electrónica,49.34,592.08,2024-02,21,RRSS,6.37,2024-03-29,2024-05-16,False
2013,Smartphone,$49.34,12.0,2024-02-10,Electrónica,49.34,592.08,2024-02,51,Email,4.65,2024-05-28,2024-06-15,False
2013,Smartphone,$49.34,12.0,2024-02-10,Electrónica,49.34,592.08,2024-02,81,TV,4.78,2024-09-28,2024-10-24,False
2203,Smartphone,$59.33,5.0,2024-02-10,Electrónica,59.33,296.65,2024-02,21,RRSS,6.37,2024-03-29,2024-05-16,False
2203,Smartphone,$59.33,5.0,2024-02-10,Electrónica,59.33,296.65,2024-02,51,Email,4.65,2024-05-28,2024-06-15,False
2203,Smartphone,$59.33,5.0,2024-02-10,Electrónica,59.33,296.65,2024-02,81,TV,4.78,2024-09-28,2024-10-24,False
2873,Smartphone,$74.80,5.0,2024-02-10,Electrónica,74.8,374.0,2024-02,21,RRSS,6.37,2024-03-29,2024-05-16,False
2873,Smartphone,$74.80,5.0,2024-02-10,Electrónica,74.8,374.0,2024-02,51,Email,4.65,2024-05-28,2024-06-15,False
2873,Smartphone,$74.80,5.0,2024-02-10,Electrónica,74.8,374.0,2024-02,81,TV,4.78,2024-09-28,2024-10-24,False
2973,Smartphone,$97.62,1.0,2024-02-10,Electrónica,97.62,97.62,2024-02,21,RRSS,6.37,2024-03-29,2024-05-16,False
2973,Smartphone,$97.62,1.0,2024-02-10,Electrónica,97.62,97.62,2024-02,51,Email,4.65,2024-05-28,2024-06-15,False
2973,Smartphone,$97.62,1.0,2024-02-10,Electrónica,97.62,97.62,2024-02,81,TV,4.78,2024-09-28,2024-10-24,False
43,Espejo decorativo,$81.16,2.0,2024-02-11,Decoración,81.16,162.32,2024-02,83,TV,5.24,2024-05-31,2024-07-08,False
43,Espejo decorativo,$81.16,2.0,2024-02-11,Decoración,81.16,162.32,2024-02,53,Email,4.9,2024-07-17,2024-08-01,False
43,Espejo decorativo,$81.16,2.0,2024-02-11,Decoración,81.16,162.32,2024-02,23,RRSS,4.75,2024-08-28,2024-10-17,False
205,Alfombra,$108.67,4.0,2024-02-11,Decoración,108.67,434.68,2024-02,58,Email,4.25,2024-03-31,2024-05-05,False
205,Alfombra,$108.67,4.0,2024-02-11,Decoración,108.67,434.68,2024-02,88,TV,7.39,2024-07-25,2024-08-31,False
205,Alfombra,$108.67,4.0,2024-02-11,Decoración,108.67,434.68,2024-02,28,RRSS,5.82,2024-11-27,2025-01-08,False
417,Elementos de cerámica,$35.97,2.0,2024-02-11,Decoración,35.97,71.94,2024-02,22,RRSS,5.44,2024-06-26,2024-07-15,False
417,Elementos de cerámica,$35.97,2.0,2024-02-11,Decoración,35.97,71.94,2024-02,82,TV,5.69,2024-09-08,2024-10-12,False
417,Elementos de cerámica,$35.97,2.0,2024-02-11,Decoración,35.97,71.94,2024-02,52,Email,5.74,2024-09-09,2024-09-30,False
462,Cuadro decorativo,$109.69,8.0,2024-02-11,Decoración,109.69,877.52,2024-02,1,RRSS,5.27,2024-04-27,2024-06-04,False
462,Cuadro decorativo,$109.69,8.0,2024-02-11,Decoración,109.69,877.52,2024-02,31,Email,5.28,2024-08-15,2024-09-12,False
462,Cuadro decorativo,$109.69,8.0,2024-02-11,Decoración,109.69,877.52,2024-02,61,TV,5.3,2024-11-05,2024-12-23,False
1730,Plancha de vapor,$101.57,10.0,2024-02-11,Electrodomésticos,101.57,1015.6999999999999,2024-02,36,Email,5.41,2024-04-02,2024-06-01,False
1730,Plancha de vapor,$101.57,10.0,2024-02-11,Electrodomésticos,101.57,1015.6999999999999,2024-02,6,RRSS,4.02,2024-09-24,2024-11-02,False
1730,Plancha de vapor,$101.57,10.0,2024-02-11,Electrodomésticos,101.57,1015.6999999999999,2024-02,66,TV,4.69,2024-10-04,2024-10-23,False
1901,Freidora eléctrica,$83.07,6.0,2024-02-11,Electrodomésticos,83.07,498.41999999999996,2024-02,71,TV,4.37,2024-06-05,2024-07-24,False
1901,Freidora eléctrica,$83.07,6.0,2024-02-11,Electrodomésticos,83.07,498.41999999999996,2024-02,41,Email,3.92,2024-11-23,2025-01-01,False
1901,Freidora eléctrica,$83.07,6.0,2024-02-11,Electrodomésticos,83.07,498.41999999999996,2024-02,11,RRSS,5.27,2024-12-29,2025-01-21,False
2440,Consola de videojuegos,$110.79,8.0,2024-02-11,Electrónica,110.79,886.32,2024-02,50,Email,4.97,2024-05-03,2024-05-28,False
2440,Consola de videojuegos,$110.79,8.0,2024-02-11,Electrónica,110.79,886.32,2024-02,20,RRSS,3.16,2024-07-15,2024-08-03,False
2440,Consola de videojuegos,$110.79,8.0,2024-02-11,Electrónica,110.79,886.32,2024-02,80,TV,4.64,2024-11-01,2024-11-20,False
2952,Televisor,$112.58,5.0,2024-02-11,Electrónica,112.58,562.9,2024-02,29,RRSS,3.96,2024-05-17,2024-06-28,False
2952,Televisor,$112.58,5.0,2024-02-11,Electrónica,112.58,562.9,2024-02,59,Email,4.19,2024-11-20,2025-01-19,False
2952,Televisor,$112.58,5.0,2024-02-11,Electrónica,112.58,562.9,2024-02,89,TV,4.98,2024-12-13,2025-02-08,False
362,Cuadro decorativo,$71.97,12.0,2024-02-12,Decoración,71.97,863.64,2024-02,1,RRSS,5.27,2024-04-27,2024-06-04,False
362,Cuadro decorativo,$71.97,12.0,2024-02-12,Decoración,71.97,863.64,2024-02,31,Email,5.28,2024-08-15,2024-09-12,False
362,Cuadro decorativo,$71.97,12.0,2024-02-12,Decoración,71.97,863.64,2024-02,61,TV,5.3,2024-11-05,2024-12-23,False
952,Cuadro decorativo,$72.08,11.0,2024-02-12,Decoración,72.08,792.88,2024-02,1,RRSS,5.27,2024-04-27,2024-06-04,False
952,Cuadro decorativo,$72.08,11.0,2024-02-12,Decoración,72.08,792.88,2024-02,31,Email,5.28,2024-08-15,2024-09-12,False
952,Cuadro decorativo,$72.08,11.0,2024-02-12,Decoración,72.08,792.88,2024-02,61,TV,5.3,2024-11-05,2024-12-23,False
970,Adorno de pared,$37.50,3.0,2024-02-12,Decoración,37.5,112.5,2024-02,74,TV,4.81,2024-03-20,2024-05-03,False
970,Adorno de pared,$37.50,3.0,2024-02-12,Decoración,37.5,112.5,2024-02,44,Email,5.08,2024-04-13,2024-05-10,False
970,Adorno de pared,$37.50,3.0,2024-02-12,Decoración,37.5,112.5,2024-02,14,RRSS,4.16,2024-10-22,2024-12-21,False
1963,Microondas,$96.35,3.0,2024-02-12,Electrodomésticos,96.35,289.04999999999995,2024-02,56,Email,4.94,2024-08-06,2024-08-25,False
1963,Microondas,$96.35,3.0,2024-02-12,Electrodomésticos,96.35,289.04999999999995,2024-02,26,RRSS,5.0,2024-09-25,2024-10-14,False
1963,Microondas,$96.35,3.0,2024-02-12,Electrodomésticos,96.35,289.04999999999995,2024-02,86,TV,4.25,2024-09-25,2024-11-15,False
2122,Televisor,$97.30,9.0,2024-02-12,Electrónica,97.3,875.6999999999999,2024-02,29,RRSS,3.96,2024-05-17,2024-06-28,False
2122,Televisor,$97.30,9.0,2024-02-12,Electrónica,97.3,875.6999999999999,2024-02,59,Email,4.19,2024-11-20,2025-01-19,False
2122,Televisor,$97.30,9.0,2024-02-12,Electrónica,97.3,875.6999999999999,2024-02,89,TV,4.98,2024-12-13,2025-02-08,False
2334,Auriculares,$57.41,4.0,2024-02-12,Electrónica,57.41,229.64,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2334,Auriculares,$57.41,4.0,2024-02-12,Electrónica,57.41,229.64,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2334,Auriculares,$57.41,4.0,2024-02-12,Electrónica,57.41,229.64,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
2714,Auriculares,$74.70,10.0,2024-02-12,Electrónica,74.7,747.0,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2714,Auriculares,$74.70,10.0,2024-02-12,Electrónica,74.7,747.0,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2714,Auriculares,$74.70,10.0,2024-02-12,Electrónica,74.7,747.0,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
116,Cortinas,$40.19,3.0,2024-02-13,Decoración,40.19,120.57,2024-02,43,Email,5.67,2024-05-02,2024-06-17,False
116,Cortinas,$40.19,3.0,2024-02-13,Decoración,40.19,120.57,2024-02,73,TV,6.47,2024-08-17,2024-09-26,False
116,Cortinas,$40.19,3.0,2024-02-13,Decoración,40.19,120.57,2024-02,13,RRSS,5.22,2024-09-16,2024-10-15,False
2379,Proyector,$108.52,12.0,2024-02-13,Electrónica,108.52,1302.24,2024-02,67,TV,3.68,2024-05-22,2024-07-12,False
2379,Proyector,$108.52,12.0,2024-02-13,Electrónica,108.52,1302.24,2024-02,37,Email,3.22,2024-07-06,2024-07-26,False
2379,Proyector,$108.52,12.0,2024-02-13,Electrónica,108.52,1302.24,2024-02,7,RRSS,5.57,2024-07-30,2024-08-16,False
2669,Proyector,$26.52,3.0,2024-02-13,Electrónica,26.52,79.56,2024-02,67,TV,3.68,2024-05-22,2024-07-12,False
2669,Proyector,$26.52,3.0,2024-02-13,Electrónica,26.52,79.56,2024-02,37,Email,3.22,2024-07-06,2024-07-26,False
2669,Proyector,$26.52,3.0,2024-02-13,Electrónica,26.52,79.56,2024-02,7,RRSS,5.57,2024-07-30,2024-08-16,False
2739,Proyector,$63.33,10.0,2024-02-13,Electrónica,63.33,633.3,2024-02,67,TV,3.68,2024-05-22,2024-07-12,False
2739,Proyector,$63.33,10.0,2024-02-13,Electrónica,63.33,633.3,2024-02,37,Email,3.22,2024-07-06,2024-07-26,False
2739,Proyector,$63.33,10.0,2024-02-13,Electrónica,63.33,633.3,2024-02,7,RRSS,5.57,2024-07-30,2024-08-16,False
2766,Laptop,$31.94,11.0,2024-02-13,Electrónica,31.94,351.34000000000003,2024-02,60,Email,4.89,2024-09-28,2024-10-27,False
2766,Laptop,$31.94,11.0,2024-02-13,Electrónica,31.94,351.34000000000003,2024-02,30,RRSS,4.68,2024-10-23,2024-11-24,False
2766,Laptop,$31.94,11.0,2024-02-13,Electrónica,31.94,351.34000000000003,2024-02,90,TV,5.62,2024-11-16,2025-01-13,False
2829,Proyector,$33.84,5.0,2024-02-13,Electrónica,33.84,169.20000000000002,2024-02,67,TV,3.68,2024-05-22,2024-07-12,False
2829,Proyector,$33.84,5.0,2024-02-13,Electrónica,33.84,169.20000000000002,2024-02,37,Email,3.22,2024-07-06,2024-07-26,False
2829,Proyector,$33.84,5.0,2024-02-13,Electrónica,33.84,169.20000000000002,2024-02,7,RRSS,5.57,2024-07-30,2024-08-16,False
151,Lámpara de mesa,$113.01,7.0,2024-02-14,Decoración,113.01,791.07,2024-02,32,Email,5.54,2024-03-28,2024-04-20,False
151,Lámpara de mesa,$113.01,7.0,2024-02-14,Decoración,113.01,791.07,2024-02,2,RRSS,5.88,2024-05-30,2024-06-29,False
151,Lámpara de mesa,$113.01,7.0,2024-02-14,Decoración,113.01,791.07,2024-02,62,TV,4.51,2024-08-26,2024-10-07,False
366,Cortinas,$92.84,1.0,2024-02-14,Decoración,92.84,92.84,2024-02,43,Email,5.67,2024-05-02,2024-06-17,False
366,Cortinas,$92.84,1.0,2024-02-14,Decoración,92.84,92.84,2024-02,73,TV,6.47,2024-08-17,2024-09-26,False
366,Cortinas,$92.84,1.0,2024-02-14,Decoración,92.84,92.84,2024-02,13,RRSS,5.22,2024-09-16,2024-10-15,False
406,Cortinas,$64.96,1.0,2024-02-14,Decoración,64.96,64.96,2024-02,43,Email,5.67,2024-05-02,2024-06-17,False
406,Cortinas,$64.96,1.0,2024-02-14,Decoración,64.96,64.96,2024-02,73,TV,6.47,2024-08-17,2024-09-26,False
406,Cortinas,$64.96,1.0,2024-02-14,Decoración,64.96,64.96,2024-02,13,RRSS,5.22,2024-09-16,2024-10-15,False
884,Jarrón decorativo,$82.89,10.0,2024-02-14,Decoración,82.89,828.9,2024-02,15,RRSS,4.65,2024-05-09,2024-06-13,False
884,Jarrón decorativo,$82.89,10.0,2024-02-14,Decoración,82.89,828.9,2024-02,45,Email,4.52,2024-06-05,2024-07-31,False
884,Jarrón decorativo,$82.89,10.0,2024-02-14,Decoración,82.89,828.9,2024-02,75,TV,4.1,2024-11-03,2024-12-25,False
1488,Cafetera,$79.98,2.0,2024-02-14,Electrodomésticos,79.98,159.96,2024-02,49,Email,5.2,2024-06-20,2024-07-22,False
1488,Cafetera,$79.98,2.0,2024-02-14,Electrodomésticos,79.98,159.96,2024-02,79,TV,7.26,2024-08-13,2024-10-11,False
1488,Cafetera,$79.98,2.0,2024-02-14,Electrodomésticos,79.98,159.96,2024-02,19,RRSS,5.7,2024-08-19,2024-09-15,False
1946,Secadora,$69.17,6.0,2024-02-14,Electrodomésticos,69.17,415.02,2024-02,3,RRSS,5.1,2024-07-24,2024-08-30,False
1946,Secadora,$69.17,6.0,2024-02-14,Electrodomésticos,69.17,415.02,2024-02,63,TV,5.69,2024-11-03,2024-11-28,False
1946,Secadora,$69.17,6.0,2024-02-14,Electrodomésticos,69.17,415.02,2024-02,33,Email,3.8,2024-12-20,2025-01-07,False
2154,Auriculares,$45.97,12.0,2024-02-14,Electrónica,45.97,551.64,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2154,Auriculares,$45.97,12.0,2024-02-14,Electrónica,45.97,551.64,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2154,Auriculares,$45.97,12.0,2024-02-14,Electrónica,45.97,551.64,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
2571,Parlantes Bluetooth,$123.36,5.0,2024-02-14,Electrónica,123.36,616.8,2024-02,84,TV,4.42,2024-04-17,2024-05-05,False
2571,Parlantes Bluetooth,$123.36,5.0,2024-02-14,Electrónica,123.36,616.8,2024-02,54,Email,2.95,2024-08-09,2024-09-22,False
2571,Parlantes Bluetooth,$123.36,5.0,2024-02-14,Electrónica,123.36,616.8,2024-02,24,RRSS,6.0,2024-09-22,2024-10-26,False
2871,Parlantes Bluetooth,$101.08,7.0,2024-02-14,Electrónica,101.08,707.56,2024-02,84,TV,4.42,2024-04-17,2024-05-05,False
2871,Parlantes Bluetooth,$101.08,7.0,2024-02-14,Electrónica,101.08,707.56,2024-02,54,Email,2.95,2024-08-09,2024-09-22,False
2871,Parlantes Bluetooth,$101.08,7.0,2024-02-14,Electrónica,101.08,707.56,2024-02,24,RRSS,6.0,2024-09-22,2024-10-26,False
282,Cuadro decorativo,$87.42,7.0,2024-02-15,Decoración,87.42,611.94,2024-02,1,RRSS,5.27,2024-04-27,2024-06-04,False
282,Cuadro decorativo,$87.42,7.0,2024-02-15,Decoración,87.42,611.94,2024-02,31,Email,5.28,2024-08-15,2024-09-12,False
282,Cuadro decorativo,$87.42,7.0,2024-02-15,Decoración,87.42,611.94,2024-02,61,TV,5.3,2024-11-05,2024-12-23,False
457,Elementos de cerámica,$38.25,1.0,2024-02-15,Decoración,38.25,38.25,2024-02,22,RRSS,5.44,2024-06-26,2024-07-15,False
457,Elementos de cerámica,$38.25,1.0,2024-02-15,Decoración,38.25,38.25,2024-02,82,TV,5.69,2024-09-08,2024-10-12,False
457,Elementos de cerámica,$38.25,1.0,2024-02-15,Decoración,38.25,38.25,2024-02,52,Email,5.74,2024-09-09,2024-09-30,False
946,Cortinas,$109.32,7.0,2024-02-15,Decoración,109.32,765.24,2024-02,43,Email,5.67,2024-05-02,2024-06-17,False
946,Cortinas,$109.32,7.0,2024-02-15,Decoración,109.32,765.24,2024-02,73,TV,6.47,2024-08-17,2024-09-26,False
946,Cortinas,$109.32,7.0,2024-02-15,Decoración,109.32,765.24,2024-02,13,RRSS,5.22,2024-09-16,2024-10-15,False
1353,Microondas,$98.65,2.0,2024-02-15,Electrodomésticos,98.65,197.3,2024-02,56,Email,4.94,2024-08-06,2024-08-25,False
1353,Microondas,$98.65,2.0,2024-02-15,Electrodomésticos,98.65,197.3,2024-02,26,RRSS,5.0,2024-09-25,2024-10-14,False
1353,Microondas,$98.65,2.0,2024-02-15,Electrodomésticos,98.65,197.3,2024-02,86,TV,4.25,2024-09-25,2024-11-15,False
2782,Televisor,$62.80,8.0,2024-02-15,Electrónica,62.8,502.4,2024-02,29,RRSS,3.96,2024-05-17,2024-06-28,False
2782,Televisor,$62.80,8.0,2024-02-15,Electrónica,62.8,502.4,2024-02,59,Email,4.19,2024-11-20,2025-01-19,False
2782,Televisor,$62.80,8.0,2024-02-15,Electrónica,62.8,502.4,2024-02,89,TV,4.98,2024-12-13,2025-02-08,False
2979,Proyector,$65.41,7.0,2024-02-15,Electrónica,65.41,457.87,2024-02,67,TV,3.68,2024-05-22,2024-07-12,False
2979,Proyector,$65.41,7.0,2024-02-15,Electrónica,65.41,457.87,2024-02,37,Email,3.22,2024-07-06,2024-07-26,False
2979,Proyector,$65.41,7.0,2024-02-15,Electrónica,65.41,457.87,2024-02,7,RRSS,5.57,2024-07-30,2024-08-16,False
1070,Plancha de vapor,$48.23,5.0,2024-02-16,Electrodomésticos,48.23,241.14999999999998,2024-02,36,Email,5.41,2024-04-02,2024-06-01,False
1070,Plancha de vapor,$48.23,5.0,2024-02-16,Electrodomésticos,48.23,241.14999999999998,2024-02,6,RRSS,4.02,2024-09-24,2024-11-02,False
1070,Plancha de vapor,$48.23,5.0,2024-02-16,Electrodomésticos,48.23,241.14999999999998,2024-02,66,TV,4.69,2024-10-04,2024-10-23,False
1265,Lavadora,$120.53,5.0,2024-02-16,Electrodomésticos,120.53,602.65,2024-02,46,Email,3.63,2024-05-12,2024-05-29,False
1265,Lavadora,$120.53,5.0,2024-02-16,Electrodomésticos,120.53,602.65,2024-02,76,TV,4.66,2024-05-26,2024-07-02,False
1265,Lavadora,$120.53,5.0,2024-02-16,Electrodomésticos,120.53,602.65,2024-02,16,RRSS,3.56,2024-08-14,2024-09-20,False
1798,Cafetera,$97.97,2.0,2024-02-16,Electrodomésticos,97.97,195.94,2024-02,49,Email,5.2,2024-06-20,2024-07-22,False
1798,Cafetera,$97.97,2.0,2024-02-16,Electrodomésticos,97.97,195.94,2024-02,79,TV,7.26,2024-08-13,2024-10-11,False
1798,Cafetera,$97.97,2.0,2024-02-16,Electrodomésticos,97.97,195.94,2024-02,19,RRSS,5.7,2024-08-19,2024-09-15,False
2304,Auriculares,$44.56,8.0,2024-02-16,Electrónica,44.56,356.48,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2304,Auriculares,$44.56,8.0,2024-02-16,Electrónica,44.56,356.48,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2304,Auriculares,$44.56,8.0,2024-02-16,Electrónica,44.56,356.48,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
2595,Auriculares,$81.96,2.0,2024-02-16,Electrónica,81.96,163.92,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2595,Auriculares,$81.96,2.0,2024-02-16,Electrónica,81.96,163.92,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2595,Auriculares,$81.96,2.0,2024-02-16,Electrónica,81.96,163.92,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
2825,Auriculares,$39.92,4.0,2024-02-16,Electrónica,39.92,159.68,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2825,Auriculares,$39.92,4.0,2024-02-16,Electrónica,39.92,159.68,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2825,Auriculares,$39.92,4.0,2024-02-16,Electrónica,39.92,159.68,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
727,Elementos de cerámica,$108.86,6.0,2024-02-17,Decoración,108.86,653.16,2024-02,22,RRSS,5.44,2024-06-26,2024-07-15,False
727,Elementos de cerámica,$108.86,6.0,2024-02-17,Decoración,108.86,653.16,2024-02,82,TV,5.69,2024-09-08,2024-10-12,False
727,Elementos de cerámica,$108.86,6.0,2024-02-17,Decoración,108.86,653.16,2024-02,52,Email,5.74,2024-09-09,2024-09-30,False
913,Espejo decorativo,$59.36,4.0,2024-02-17,Decoración,59.36,237.44,2024-02,83,TV,5.24,2024-05-31,2024-07-08,False
913,Espejo decorativo,$59.36,4.0,2024-02-17,Decoración,59.36,237.44,2024-02,53,Email,4.9,2024-07-17,2024-08-01,False
913,Espejo decorativo,$59.36,4.0,2024-02-17,Decoración,59.36,237.44,2024-02,23,RRSS,4.75,2024-08-28,2024-10-17,False
1346,Secadora,$64.11,4.0,2024-02-17,Electrodomésticos,64.11,256.44,2024-02,3,RRSS,5.1,2024-07-24,2024-08-30,False
1346,Secadora,$64.11,4.0,2024-02-17,Electrodomésticos,64.11,256.44,2024-02,63,TV,5.69,2024-11-03,2024-11-28,False
1346,Secadora,$64.11,4.0,2024-02-17,Electrodomésticos,64.11,256.44,2024-02,33,Email,3.8,2024-12-20,2025-01-07,False
1623,Microondas,$95.91,4.0,2024-02-17,Electrodomésticos,95.91,383.64,2024-02,56,Email,4.94,2024-08-06,2024-08-25,False
1623,Microondas,$95.91,4.0,2024-02-17,Electrodomésticos,95.91,383.64,2024-02,26,RRSS,5.0,2024-09-25,2024-10-14,False
1623,Microondas,$95.91,4.0,2024-02-17,Electrodomésticos,95.91,383.64,2024-02,86,TV,4.25,2024-09-25,2024-11-15,False
1924,Aspiradora,$38.10,9.0,2024-02-17,Electrodomésticos,38.1,342.90000000000003,2024-02,40,Email,6.24,2024-06-24,2024-08-12,False
1924,Aspiradora,$38.10,9.0,2024-02-17,Electrodomésticos,38.1,342.90000000000003,2024-02,10,RRSS,7.16,2024-08-19,2024-09-19,False
1924,Aspiradora,$38.10,9.0,2024-02-17,Electrodomésticos,38.1,342.90000000000003,2024-02,70,TV,3.06,2024-12-13,2024-12-29,False
2246,Laptop,$76.02,10.0,2024-02-17,Electrónica,76.02,760.1999999999999,2024-02,60,Email,4.89,2024-09-28,2024-10-27,False
2246,Laptop,$76.02,10.0,2024-02-17,Electrónica,76.02,760.1999999999999,2024-02,30,RRSS,4.68,2024-10-23,2024-11-24,False
2246,Laptop,$76.02,10.0,2024-02-17,Electrónica,76.02,760.1999999999999,2024-02,90,TV,5.62,2024-11-16,2025-01-13,False
2255,Auriculares,$72.37,8.0,2024-02-17,Electrónica,72.37,578.96,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2255,Auriculares,$72.37,8.0,2024-02-17,Electrónica,72.37,578.96,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2255,Auriculares,$72.37,8.0,2024-02-17,Electrónica,72.37,578.96,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
2345,Auriculares,$61.61,4.0,2024-02-17,Electrónica,61.61,246.44,2024-02,47,Email,4.19,2024-06-02,2024-07-22,False
2345,Auriculares,$61.61,4.0,2024-02-17,Electrónica,61.61,246.44,2024-02,17,RRSS,6.06,2024-07-15,2024-08-15,False
2345,Auriculares,$61.61,4.0,2024-02-17,Electrónica,61.61,246.44,2024-02,77,TV,4.99,2024-11-11,2024-12-06,False
275,Alfombra,$36.14,8.0,2024-02-18,Decoración,36.14,289.12,2024-02,58,Email,4.25,2024-03-31,2024-05-05,False
275,Alfombra,$36.14,8.0,2024-02-18,Decoración,36.14,289.12,2024-02,88,TV,7.39,2024-07-25,2024-08-31,False
